Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz),Building Height (m),Number of Stories,Structural Material,Foundation Type,Natural Frequency (Hz),Damping Ratio (%),Mass of Structure (kg),Axial Stiffness (kN/m),Bending Stiffness (kN·m²),Lateral Load Resisting System,Predicted Max Inter-Story Drift Ratio (%),Predicted Max Roof Displacement (m),Predicted Base Shear Force (kN),Predicted Structural Acceleration (m/s²),Predicted Damage Index (0–1 Scale),Predicted Collapse Probability (%)
High,1.152445789,1.90601236,0.289692367,0.428676697,Sand,1.226336086,8.213887811,94.28779285,2.498875003,66.17837547,40,Composite,Deep,3.029028502,3.004967262,527041.03,7798.115378,35330.59355,Braced Frame,0.480952675,0.819413702,2783.368474,4.556857035,0.889609027,88.96090273
Low,1.224202901,0.141925682,0.042203507,1.716266012,Clay,1.272042604,5.066732885,75.75175221,4.199271475,91.30485955,42,Concrete,Pile,2.925253882,6.880900773,869428.9909,3014.930212,11985.34424,Shear Wall,1.383067604,0.058209466,1377.943153,2.329302355,0.633107541,63.31075414
Moderate,0.825211293,1.966790417,0.078105894,0.794789256,Sand,2.423931661,8.563938782,21.59443171,2.404029395,27.354789,17,Masonry,Deep,4.860824881,7.170191756,687921.8365,3452.523169,31464.60415,Braced Frame,4.771278586,1.838323797,706.3011772,3.916596758,0.629030331,62.90303314
Low,0.296454325,0.263651064,0.220341908,0.893361365,Clay,1.216105132,8.38903771,34.4333667,4.964355994,168.2002443,7,Concrete,Deep,4.440255138,7.166715463,850329.4723,6199.470768,29897.14302,Shear Wall,0.64260946,0.780158389,4604.907845,0.85312747,0.142442634,14.24426338
High,1.039620463,1.647334881,0.255719606,0.189606643,Sand,2.061681881,6.59062244,81.15775155,8.73740868,10.38820741,17,Masonry,Shallow,4.73865605,1.242865323,287879.3482,2758.428942,48550.45649,Moment Frame,1.594591379,1.977227644,1843.71458,0.564679808,0.03958373,3.958372953
High,0.968663299,0.63263603,0.130137412,0.16386259,Clay,1.273536405,7.849656919,69.87208866,7.149427872,167.6281986,24,Composite,Raft,0.745291373,9.092098906,893933.8082,6050.076902,3978.310282,Moment Frame,0.275725752,1.525284347,1568.151488,4.396817192,0.701449138,70.1449138
Very High,1.139154462,0.35114135,0.158912108,1.31920846,Rock,2.69557489,7.287502832,76.81264498,5.841623607,32.35557749,2,Masonry,Raft,4.367112499,4.042959071,767830.7652,4177.743486,6298.007758,Moment Frame,0.829547293,0.17022487,4296.918988,0.252488714,0.117056459,11.7056459
Moderate,0.337833408,0.935725715,0.044396543,1.014760929,Soft Soil,2.872808,8.113840391,44.67890912,0.981131462,177.880002,35,Composite,Pile,0.819635176,7.697491862,742468.0677,826.4979561,25798.08982,Moment Frame,3.527045827,1.323774673,3041.794017,4.864404019,0.126970149,12.69701495
Very High,0.37296528,1.323517501,0.152306672,0.964800173,Clay,1.940684545,6.443122954,71.93115,6.970521873,147.3056643,28,Steel,Raft,3.238074457,7.838262164,379214.0163,4325.662219,26828.38144,Braced Frame,1.896910853,0.548969938,884.7487526,3.393456012,0.187500146,18.75001463
High,1.346573324,0.823808506,0.483312661,0.513311702,Clay,1.575079545,8.036138179,39.26287856,1.747501415,37.11070119,19,Steel,Deep,3.656375171,6.854994809,893275.1606,9235.490155,2956.455281,Braced Frame,2.315175196,0.495000105,2136.477131,2.156103805,0.097746483,9.774648314
Low,1.149968918,0.203674276,0.472408983,1.366076244,Soft Soil,1.314927105,6.581055677,21.91502878,7.885037121,115.3345086,33,Steel,Deep,0.972096791,4.553798708,656080.4085,3284.562852,41466.91562,Shear Wall,0.869194136,0.520559713,4644.743787,0.792739099,0.62539252,62.53925204
Moderate,1.371519884,1.238976165,0.168104267,0.386002184,Clay,0.909518203,8.734346045,63.63502645,2.575561909,65.9679813,21,Masonry,Shallow,3.236765004,6.475457951,859247.503,3566.9077,25241.45141,Moment Frame,3.442486847,1.832989347,4510.957694,3.64383264,0.422004806,42.20048058
Low,1.16220145,1.814566225,0.285856114,0.422889064,Clay,1.390700168,6.688674454,97.62537863,4.22878241,39.75545429,10,Steel,Shallow,0.451810366,1.361788221,392922.8832,1126.438437,17985.54359,Braced Frame,3.782455831,1.00496055,397.043474,2.859247597,0.266096092,26.60960924
Low,0.936017428,0.828109195,0.4548881,0.883210691,Sand,2.239318716,6.581786724,31.74949617,3.569655003,172.5405289,46,Concrete,Raft,1.607677212,7.85706213,188369.4865,6342.950761,16623.83476,Shear Wall,0.987449043,1.342247089,1379.635304,3.584522336,0.4407494,44.07494004
Moderate,1.015785832,0.511032277,0.004085727,0.586675766,Soft Soil,1.973957249,8.032823377,46.63598963,8.602257755,83.68693947,45,Composite,Pile,4.621560771,1.896297835,365720.3212,8567.802461,43208.9519,Shear Wall,0.320467972,0.569086173,814.9700202,2.147818808,0.844140002,84.41400021
Very High,1.344779094,0.940896957,0.405531102,0.520687068,Rock,2.876890812,8.197099613,67.72613574,1.352790141,82.7160243,9,Composite,Raft,1.024309582,4.570758332,482501.13,3852.767484,10639.91045,Braced Frame,0.496611558,1.050679366,2692.367986,0.424674407,0.927079405,92.7079405
Low,0.910329456,0.191889151,0.474236407,1.196903996,Clay,1.671809977,6.995201014,54.60912193,5.699884336,38.12790159,38,Concrete,Raft,0.513295964,1.932569089,556737.0064,2782.332796,8860.467566,Moment Frame,3.31952421,0.706699275,3762.417419,1.643363783,0.487476145,48.74761447
High,0.985347854,1.658926411,0.046571541,1.206651967,Soft Soil,2.326499353,5.309090161,84.49935178,1.506409933,79.69780684,6,Masonry,Raft,2.329655358,8.533670012,535268.7549,9587.812615,11445.74793,Shear Wall,0.764001952,0.64906669,1512.938895,1.643601691,0.566752915,56.67529151
Low,0.319067402,1.670047541,0.081562395,1.501679019,Sand,1.876510044,6.604912039,76.41252794,7.077478778,174.965285,42,Masonry,Raft,4.282967401,5.952721541,568751.8628,7578.189839,31626.10483,Moment Frame,2.520202287,0.501468007,3802.080583,0.142527876,0.25719993,25.71999303
Moderate,0.763489708,1.217200881,0.480412405,0.810104564,Rock,1.927667675,8.856326263,6.771423182,9.060273465,75.81009855,35,Composite,Deep,0.568027433,7.218596082,849620.477,5888.053813,40735.61193,Moment Frame,0.847943502,0.823923728,3360.142087,0.146946974,0.513600379,51.36003786
Moderate,1.102955957,0.770895489,0.269232532,0.224244655,Soft Soil,1.389103492,7.888437869,99.84370216,4.402615773,190.5626947,18,Steel,Pile,1.906569753,7.143239529,211596.1839,3402.54608,17217.956,Moment Frame,0.933725436,1.32345992,3654.699937,1.720715607,0.748119607,74.81196069
Moderate,0.479319778,1.619588392,0.008084121,0.565232854,Rock,1.800891709,8.150231717,75.48784292,4.932113377,189.5302353,19,Masonry,Deep,4.518919206,8.574456085,350248.7304,2597.581171,9499.637908,Shear Wall,0.121366466,0.451867114,4743.806381,3.665354586,0.492137264,49.21372637
Very High,0.383155853,1.153905347,0.129558367,1.766009287,Rock,1.835726993,4.647714745,86.52642831,9.281486081,33.25523856,5,Masonry,Pile,0.76714664,2.19312463,894178.0659,7299.568371,11250.51421,Moment Frame,1.672038854,1.931233534,2151.828711,3.157814279,0.302072901,30.20729008
Low,0.539357532,1.669271386,0.225521893,1.113639578,Rock,2.354613548,6.605367582,65.4685735,5.257814748,39.57569444,25,Concrete,Shallow,1.691208828,6.937553264,582435.2943,5456.993763,31340.00515,Shear Wall,0.540006604,0.257977236,1745.711722,1.271186469,0.582034347,58.20343472
Very High,0.438100879,1.299771706,0.346761547,1.306553044,Clay,2.869407998,7.409795101,85.77222768,4.927224537,173.2214437,11,Concrete,Raft,3.936418935,6.17620649,604220.3769,5445.69826,13055.72608,Moment Frame,2.030410249,0.965612343,3435.04368,3.053536996,0.946656031,94.66560309
Very High,0.400877692,1.590370399,0.366847029,0.11250831,Clay,1.52450681,8.235147076,12.12591452,5.825458117,81.58837919,10,Steel,Deep,2.807412738,1.278074103,504159.4174,1200.243277,43986.73134,Shear Wall,3.029143117,0.179206151,4047.40785,3.272150218,0.887983854,88.7983854
Moderate,0.69479118,1.237269687,0.497715335,0.980949745,Sand,0.892841031,4.721731441,35.42604572,6.92337439,5.852926545,17,Masonry,Pile,4.195199075,2.812806179,571525.9032,5365.847529,6090.676366,Moment Frame,1.900906545,0.055103989,997.654194,2.660592622,0.769242379,76.92423792
Moderate,1.370973919,0.88686803,0.144468088,0.163798718,Sand,1.891849276,8.335974985,87.76567342,1.158145413,58.40500484,36,Masonry,Shallow,0.735657887,3.408143872,238175.744,8316.068295,2586.058166,Braced Frame,3.554899991,1.846127866,4241.658024,2.654634478,0.276209633,27.62096327
Very High,0.809883505,1.920097134,0.269571831,1.067691361,Soft Soil,1.997814931,6.967804215,20.96386592,8.228994225,121.5376537,26,Concrete,Shallow,4.618660023,1.653007379,569523.5544,9494.593139,5330.534052,Moment Frame,3.733113663,1.62266574,336.3698304,1.911764578,0.241559507,24.15595072
Low,0.363088533,1.128116267,0.26712845,1.665310444,Sand,1.170569212,5.387912868,8.745967759,4.411499772,160.8568634,31,Masonry,Raft,4.687576614,4.192478253,997314.4715,1513.482776,42436.5129,Moment Frame,3.513371298,1.391369193,81.64907278,0.704632382,0.83853719,83.85371898
High,0.207760337,1.249670085,0.203416984,1.746312522,Rock,2.473022134,5.927648474,79.02377505,0.816250248,31.01078033,32,Composite,Pile,0.945502497,1.244822578,587745.1943,6496.069502,32910.24646,Shear Wall,4.689896442,1.731729718,834.2143896,1.98887062,0.181317476,18.13174761
Very High,1.074618603,0.518926515,0.085411785,1.018939548,Rock,2.966844039,5.768682983,83.71312941,7.883208425,26.55556606,21,Concrete,Deep,0.362602229,5.97865143,92182.34233,5899.298883,47929.48702,Shear Wall,1.262741957,1.607668362,4894.402576,1.792138149,0.605611307,60.56113075
Low,0.63591827,1.2887365,0.488750825,0.878948169,Clay,2.880704377,6.888865654,17.1025696,3.83180472,184.8080674,18,Steel,Raft,4.951238633,2.903508645,806613.8621,8957.968664,17478.53052,Moment Frame,1.02833662,1.298003065,2641.648619,3.000665705,0.438929944,43.89299436
Moderate,1.250563325,1.186054534,0.426805276,1.70652906,Rock,1.233633285,4.73258556,85.5802523,1.093638201,151.4739317,18,Concrete,Deep,2.514807643,3.58302795,426651.6573,7636.818287,11421.22827,Braced Frame,3.087586297,1.696211228,280.508687,4.295674827,0.467986467,46.79864673
Moderate,1.023315076,0.451192956,0.249668181,1.245136714,Soft Soil,2.725799128,5.213412713,68.99001176,6.374412491,120.0070222,1,Masonry,Shallow,2.945961939,9.194244636,195992.3411,9669.987757,28536.78673,Braced Frame,3.014897346,0.787693101,4986.019636,1.939338308,0.454543403,45.45434025
Low,1.214738031,0.213215485,0.302019466,0.210328775,Rock,2.349886,8.157118695,52.48818564,8.813300399,154.991424,14,Steel,Deep,3.156342722,5.525351642,869393.8159,9620.309107,27353.58568,Shear Wall,2.599481835,1.109976148,3737.310711,3.577702862,0.899950147,89.99501467
High,0.480724455,1.248282707,0.114403266,0.891733482,Rock,1.79846244,5.096717958,83.19476909,8.888759743,88.62660045,8,Concrete,Deep,3.990408621,3.421125381,238074.5928,2644.008387,29960.17542,Braced Frame,0.121330638,1.554858199,4198.125126,4.07796885,0.087094251,8.70942509
Moderate,1.069302491,1.551015312,0.272349748,0.508416531,Soft Soil,1.989344188,5.550283213,42.50567568,9.580868401,152.8988707,2,Composite,Raft,4.097542251,6.386155824,924729.0204,7390.833283,18029.15927,Moment Frame,2.820667327,0.178748052,1104.055606,1.137582417,0.782901449,78.29014495
Moderate,0.469686779,1.094462605,0.347790096,0.898667346,Sand,2.669120385,6.540167725,20.20540167,8.690284052,77.5015833,15,Composite,Deep,1.130841077,2.815042914,469706.6659,5539.969368,1288.950062,Shear Wall,4.670710479,1.71870448,571.9746995,4.518085867,0.835012672,83.50126716
Moderate,1.414695871,0.530867988,0.258068347,0.874291472,Sand,1.856296867,6.827043997,29.20041498,0.121195102,52.59844164,34,Concrete,Raft,1.335856355,1.669561172,755651.293,2538.718955,2716.550994,Moment Frame,1.739430677,0.322092607,2599.670466,0.445180197,0.942877147,94.28771472
Low,0.990923994,1.366391756,0.4951523,1.089646165,Soft Soil,1.621056212,7.936247158,51.01123781,3.864387547,147.1576172,36,Composite,Shallow,4.408798539,1.18815719,569646.0578,2351.256281,33527.49661,Shear Wall,4.841236047,1.730437093,3872.269637,4.51842476,0.452599955,45.25999549
Very High,0.55431652,0.252200881,0.306059486,0.706509834,Clay,1.885144485,6.51299592,53.60174847,8.203571541,86.83609697,1,Composite,Raft,4.133684503,9.563761408,293795.4637,1270.301242,26639.64436,Shear Wall,1.848107728,0.629552415,3207.014229,0.901801174,0.500065192,50.00651919
Moderate,0.477316607,0.939484039,0.186115883,0.379259764,Rock,2.074085569,8.054390795,80.75250182,3.725904759,196.3685353,21,Composite,Raft,3.164573031,7.521497417,687535.6658,8057.680126,41229.55172,Shear Wall,0.785287062,0.660297863,3173.743691,1.752131054,0.961294521,96.12945211
Very High,0.367297219,0.410396841,0.386303862,0.956323039,Soft Soil,1.215970838,7.282558382,79.34391964,6.055330213,73.14961055,42,Steel,Pile,4.974555964,8.199533335,960016.9233,3582.795416,15720.08308,Shear Wall,2.052176733,0.157157893,3797.625614,3.065652579,0.458451061,45.84510609
High,1.072497342,0.450472197,0.086060793,1.511344903,Rock,2.781997007,5.008948827,58.55528916,6.102537779,184.736847,1,Composite,Deep,3.728882929,9.828259554,781155.1185,8641.203936,40958.13962,Braced Frame,2.523595433,1.772940252,1173.753086,4.537848492,0.503548473,50.3548473
Moderate,0.406201858,0.484358503,0.192873391,1.228820788,Clay,2.283211287,5.203491473,78.29776285,3.71375051,186.927697,32,Composite,Shallow,1.236016487,9.384658331,623817.0967,6278.995977,21849.07926,Moment Frame,3.18437561,0.357275701,3324.520445,1.352937059,0.332254318,33.22543182
Moderate,0.933424572,0.834743408,0.174132516,0.675225372,Rock,2.193191618,6.466651765,19.98557237,9.05429188,52.16132468,20,Composite,Raft,4.263891509,7.632218788,991096.7029,6899.516871,5738.220892,Moment Frame,2.573902994,1.263799305,1990.947812,3.841512176,0.031627451,3.162745068
High,0.470489038,0.197185391,0.21647174,1.690389139,Soft Soil,1.018891698,6.286002269,5.956388182,5.081960619,160.6531304,47,Steel,Shallow,2.190716655,7.245883628,302060.334,3270.900621,48917.66657,Moment Frame,2.729921274,1.291495523,395.2797523,3.58113546,0.433054552,43.30545518
Moderate,1.026756523,0.855807538,0.391108133,1.650752871,Rock,2.129182664,7.845949213,87.48974844,4.701363639,89.4495285,36,Concrete,Pile,0.373532771,4.031649972,109224.4135,4844.295654,26084.86053,Shear Wall,0.217928488,0.569491492,1050.605901,0.882572934,0.655091311,65.50913108
Very High,1.24091562,1.07224415,0.242602343,0.455892279,Sand,1.066113457,7.113317129,8.479894883,9.975386082,183.9173218,39,Masonry,Deep,1.742822133,1.936155266,80524.32281,4417.016992,31844.44718,Braced Frame,1.342738829,1.971465305,3980.318509,2.449373328,0.689945911,68.99459106
Low,1.18923534,1.018259141,0.397213211,0.167009895,Clay,0.973134885,6.246598865,25.42215454,4.985653604,92.77423316,30,Composite,Raft,3.865045923,6.163502935,725153.4856,2739.042307,33869.06214,Moment Frame,1.622413624,0.137690774,4484.856955,2.459374957,0.006508647,0.650864688
Very High,1.165191863,0.827289791,0.288667963,1.360224804,Clay,1.96008397,5.268421276,69.83657601,1.866142694,150.1392249,7,Concrete,Deep,4.808989794,6.186279656,838720.7465,8408.865601,18758.20036,Braced Frame,4.936733836,1.219665302,1449.967967,1.592597892,0.801052775,80.10527748
Low,0.362811368,1.694378555,0.171692648,1.506937444,Clay,1.686128175,5.52076696,41.53534583,5.179387286,96.05864479,22,Composite,Pile,1.525454798,9.570135569,653345.5106,6409.802805,37628.88767,Shear Wall,1.548281919,0.964292416,992.2866431,3.921614451,0.492415614,49.24156141
Low,0.223738926,0.376120716,0.405179393,1.745369762,Soft Soil,2.095382594,7.089754583,87.75508302,8.158765682,49.42114736,45,Steel,Pile,1.383278357,4.98313726,909775.2676,855.6037858,43643.0568,Moment Frame,4.493236359,0.498513373,182.286296,4.637075877,0.520745361,52.07453614
Very High,1.07852836,1.060823813,0.119906546,1.61272187,Clay,0.99628877,6.405474622,30.49999967,7.790917236,43.87327514,10,Concrete,Shallow,2.905359611,7.217268619,713077.245,8289.211684,19972.16184,Braced Frame,1.593207383,0.335467906,4741.102074,3.611205047,0.961743688,96.17436882
Very High,0.615686099,0.217878692,0.112967107,1.120909106,Sand,1.748162738,6.81717379,2.17526332,7.906959475,87.95908288,8,Steel,Raft,4.096082718,6.174735647,402406.9141,1507.358682,33193.04344,Shear Wall,0.570940622,1.476797873,3435.081879,4.867478192,0.284461159,28.44611587
Very High,0.705284717,0.23519579,0.252746959,1.001088977,Soft Soil,1.184530773,5.268048459,30.76490842,7.109435462,152.3214581,27,Composite,Shallow,3.783323274,2.590842062,222195.377,4335.116119,38099.06737,Braced Frame,1.313325255,1.8334666,4787.29902,0.347295508,0.761651989,76.1651989
Very High,0.14360873,1.190345114,0.131163774,0.147329787,Sand,2.971620189,7.483078136,58.22942987,2.616756508,122.9889396,10,Composite,Pile,2.887802732,6.32857877,928415.1046,5926.940565,10316.16899,Moment Frame,1.436859086,0.224017061,4326.053456,0.282391157,0.574776246,57.47762457
High,0.463407029,1.175435007,0.00553443,0.51931596,Rock,2.034530467,8.336424334,38.21789916,8.63463245,139.2827115,14,Steel,Deep,3.230670472,5.861050384,148417.2925,572.6868338,17297.20814,Moment Frame,4.89341811,0.396020622,1735.309634,4.47990752,0.700798462,70.07984616
Moderate,0.147146965,1.768263674,0.324500466,0.881345078,Rock,2.312361094,5.660727781,53.95240282,8.945090307,60.05363839,46,Masonry,Shallow,1.362074995,5.445153945,565838.9836,6702.627002,6330.996473,Shear Wall,3.404028377,1.972676797,607.7810765,4.499221812,0.417817452,41.78174518
Low,1.330860082,1.159959984,0.256035817,1.16845663,Rock,1.515920218,6.711814016,87.78321376,2.022111697,98.87989246,11,Steel,Shallow,2.276356472,5.620806403,348307.529,6767.177926,30508.21475,Shear Wall,4.665236879,0.039895122,2520.331135,0.624891847,0.279207539,27.9207539
Very High,0.440755357,1.923602939,0.223313389,1.047328117,Rock,1.008425613,8.889872981,91.33602037,1.391510802,13.65707667,6,Composite,Deep,1.425755007,2.475891748,307844.2571,6699.000013,40245.9471,Shear Wall,4.191475609,1.02142142,182.7282992,1.85148564,0.546125952,54.61259524
Very High,0.880272037,0.192520212,0.483517289,1.362481182,Sand,2.946915898,5.999587832,27.3314324,9.758489189,164.4188211,21,Steel,Shallow,4.445206279,5.171299581,663543.1093,2052.945412,30931.09417,Braced Frame,2.935132604,1.037064572,792.0873093,4.193433433,0.374941146,37.49411464
Very High,0.154571049,0.286214601,0.286028393,0.575603783,Soft Soil,1.429769878,7.177708552,46.75190685,8.69640724,198.0289716,33,Masonry,Deep,0.740261635,6.450879446,269675.0905,2929.457104,9809.407718,Braced Frame,3.409400829,0.533691435,1205.491514,0.72984932,0.222911179,22.29111788
High,1.033586348,0.183725137,0.431852357,1.060419433,Soft Soil,1.732378007,4.905880651,55.36525751,8.943037857,84.34141721,19,Steel,Raft,3.462754678,5.405042788,920546.8514,2850.070286,27772.05606,Braced Frame,3.161702249,1.329427472,3344.950651,1.410397556,0.839236148,83.92361481
Very High,0.552238284,0.452026016,0.070585668,0.249841814,Clay,2.229700628,7.227067511,94.96213323,8.875126208,7.137912361,39,Masonry,Deep,1.449359346,5.398175756,435741.7136,9620.63634,41911.77328,Shear Wall,3.364688828,1.890432404,2573.893496,3.436880581,0.475831595,47.5831595
Very High,1.357086862,1.128413211,0.285034025,0.80323139,Sand,0.854334055,4.90334298,99.8631146,5.462699558,38.10956471,24,Masonry,Raft,2.482771567,1.697659388,693506.5794,1141.517779,15833.51501,Moment Frame,1.397390957,0.905925723,1546.976803,4.911305367,0.847315741,84.73157412
Very High,1.343365465,1.326587145,0.434121834,1.375273416,Rock,2.582570087,8.816559459,24.30531764,6.499377193,132.2427412,18,Steel,Deep,1.637181345,2.716967368,741367.9315,4573.234323,41799.92361,Moment Frame,2.099813158,1.501344816,2845.603576,4.005980316,0.474031582,47.40315824
